geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
"{'location': {'lat': 38.953571, 'lng': -77.081794}, 'viewport': {'northeast': {'lat': 38.9548855302915, 'lng': -77.08056216970849}, 'southwest': {'lat': 38.9521875697085, 'lng': -77.0832601302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,82878abf89075c1f8b95c09aa2581da5639b5f63,Pizza Boli's,ChIJcT4XI5XJt4kRyq9I-BoOANA,"{'compound_code': 'XW39+C7 Washington, District of Columbia, United States', 'global_code': '87C4XW39+C7'}",4,ChIJcT4XI5XJt4kRyq9I-BoOANA,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",77,"4903 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""Pizza Boli's"", 'LongLabel': ""Pizza Boli's, 4903 Wisconsin Ave NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Pizza Boli's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Pizza Boli's"", 'AddNum': '4903', 'Address': '4903 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Friendship Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
"{'location': {'lat': 38.9490319, 'lng': -77.0800191}, 'viewport': {'northeast': {'lat': 38.9503370802915, 'lng': -77.07864761970849}, 'southwest': {'lat': 38.94763911970851, 'lng': -77.0813455802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8c54204662f49cd159f27a4e6028df49d5077165,Domino's Pizza,ChIJcxMTcOrJt4kRLTEUp4vaAkQ,"{'compound_code': 'WWX9+JX Washington, District of Columbia, United States', 'global_code': '87C4WWX9+JX'}",2.8,ChIJcxMTcOrJt4kRLTEUp4vaAkQ,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",117,"4539 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""Domino's"", 'LongLabel': ""Domino's, 4539 Wisconsin Ave NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Domino's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Domino's"", 'AddNum': '4539', 'Address': '4539 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Tenleytown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
"{'location': {'lat': 38.9207049, 'lng': -77.0721842}, 'viewport': {'northeast': {'lat': 38.92211378029149, 'lng': -77.07067786970849}, 'southwest': {'lat': 38.91941581970849, 'lng': -77.0733758302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5e29ffdbd1be36e3f12be45c30e21477b1c05cd4,Domino's Pizza,ChIJzQBiHEm2t4kRQwxk-OSBaD8,"{'compound_code': 'WWCH+74 Washington, District of Columbia, United States', 'global_code': '87C4WWCH+74'}",3.2,ChIJzQBiHEm2t4kRQwxk-OSBaD8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",121,"2330 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'General Consulate El Salvador', 'LongLabel': 'General Consulate El Salvador, 2332 Wisconsin Ave NW, Washington, DC, 20007, USA', 'ShortLabel': 'General Consulate El Salvador', 'Addr_type': 'POI', 'Type': 'Embassy', 'PlaceName': 'General Consulate El Salvador', 'AddNum': '2332', 'Address': '2332 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Massachusetts Avenue Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.92068369999999, 'lng': -77.07153459999999}, 'viewport': {'northeast': {'lat': 38.92199438029149, 'lng': -77.0702838197085}, 'southwest': {'lat': 38.91929641970849, 'lng': -77.0729817802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,95c098d5fae79e23e144deb8a8da0050d17ae200,Angelico Pizzeria,ChIJF145zSS2t4kRrK9Nga2uHB4,"{'compound_code': 'WWCH+79 Washington, District of Columbia, United States', 'global_code': '87C4WWCH+79'}",3.8,ChIJF145zSS2t4kRrK9Nga2uHB4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",50,"2313 Wisconsin Avenue Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Spring & Sprout', 'LongLabel': 'Spring & Sprout, 2317 Wisconsin Ave NW, Washington, DC, 20007, USA', 'ShortLabel': 'Spring & Sprout', 'Addr_type': 'POI', 'Type': 'Vietnamese Food', 'PlaceName': 'Spring & Sprout', 'AddNum': '2317', 'Address': '2317 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Naval Observatory', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.90535589999999, 'lng': -77.0679913}, 'viewport': {'northeast': {'lat': 38.9067072302915, 'lng': -77.06655831970849}, 'southwest': {'lat': 38.9040092697085, 'lng': -77.06925628029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3a9df4d04cf3c92a16cb4318a32d5ba5dfe3c8b1,Curry & Pie,ChIJM7avAka2t4kRlSMulfFryoc,"{'compound_code': 'WW4J+4R Washington, District of Columbia, United States', 'global_code': '87C4WW4J+4R'}",4.3,ChIJM7avAka2t4kRlSMulfFryoc,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",398,"1204 34th Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Curry & Pie', 'LongLabel': 'Curry & Pie, 1204 34th St NW, Washington, DC, 20007, USA', 'ShortLabel': 'Curry & Pie', 'Addr_type': 'POI', 'Type': 'Indian Food', 'PlaceName': 'Curry & Pie', 'AddNum': '1204', 'Address': '1204 34th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.914337, 'lng': -77.066874}, 'viewport': {'northeast': {'lat': 38.9156672302915, 'lng': -77.06558361970849}, 'southwest': {'lat': 38.9129692697085, 'lng': -77.0682815802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a331911b31043f1b8475768750d854e78b63e1a1,Ledo Pizza,ChIJC7wmSTe2t4kRi2B4DaloXTA,"{'compound_code': 'WW7M+P7 Washington, District of Columbia, United States', 'global_code': '87C4WW7M+P7'}",3.5,ChIJC7wmSTe2t4kRi2B4DaloXTA,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",117,"1721 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Ledo Pizza and Pasta', 'LongLabel': 'Ledo Pizza and Pasta, 1721 Wisconsin Ave NW, Washington, DC, 20007, USA', 'ShortLabel': 'Ledo Pizza and Pasta', 'Addr_type': 'POI', 'Type': 'Pizza', 'PlaceName': 'Ledo Pizza and Pasta', 'AddNum': '1721', 'Address': '1721 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.91153, 'lng': -77.065167}, 'viewport': {'northeast': {'lat': 38.9128312802915, 'lng': -77.06396556970849}, 'southwest': {'lat': 38.9101333197085, 'lng': -77.0666635302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e1ad74addb8835d9a41fd4dc1c3564caf03d4445,Manny & Olga's Pizza,ChIJy-4Nsje2t4kRWA6OE2rsi-o,"{'compound_code': 'WW6M+JW Washington, District of Columbia, United States', 'global_code': '87C4WW6M+JW'}",3.2,ChIJy-4Nsje2t4kRWA6OE2rsi-o,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",121,"1641 Wisconsin Avenue Northwest, Washington",{'open_now': True},2,"{'Match_addr': ""Manny & Olga's Pizza"", 'LongLabel': ""Manny & Olga's Pizza, 1641 Wisconsin Ave NW, Washington, DC, 20007, USA"", 'ShortLabel': ""Manny & Olga's Pizza"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Manny & Olga's Pizza"", 'AddNum': '1641', 'Address': '1641 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.91132500000001, 'lng': -77.065658}, 'viewport': {'northeast': {'lat': 38.91270903029151, 'lng': -77.06420056970849}, 'southwest': {'lat': 38.91001106970851, 'lng': -77.06689853029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,045c91fb9cbf7bff41fe1741f251b242ba5fa8c8,Pizza Movers & Calzones,ChIJtQ7lsDe2t4kRXH-FbM_5gWI,"{'compound_code': 'WW6M+GP Washington, District of Columbia, United States', 'global_code': '87C4WW6M+GP'}",3.9,ChIJtQ7lsDe2t4kRXH-FbM_5gWI,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",97,"1618 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Pizza Movers & Calzones', 'LongLabel': 'Pizza Movers & Calzones, 1618 Wisconsin Ave NW, Washington, DC, 20007, USA', 'ShortLabel': 'Pizza Movers & Calzones', 'Addr_type': 'POI', 'Type': 'Pizza', 'PlaceName': 'Pizza Movers & Calzones', 'AddNum': '1618', 'Address': '1618 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.94770889999999, 'lng': -77.0651939}, 'viewport': {'northeast': {'lat': 38.9490034302915, 'lng': -77.06400006970848}, 'southwest': {'lat': 38.9463054697085, 'lng': -77.0666980302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cb93bbedfc66cd145550346058c8019ba5c7010d,Italian Pizza Kitchen,ChIJe1bb_cjJt4kRIAZpgjvqyHk,"{'compound_code': 'WWXM+3W Washington, District of Columbia, United States', 'global_code': '87C4WWXM+3W'}",4.3,ChIJe1bb_cjJt4kRIAZpgjvqyHk,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",123,"4483 Connecticut Avenue Northwest, Washington",{'open_now': True},,"{'Match_addr': 'Italian Pizza Kitchen', 'LongLabel': 'Italian Pizza Kitchen, 4483 Connecticut Ave NW, Washington, DC, 20008, USA', 'ShortLabel': 'Italian Pizza Kitchen', 'Addr_type': 'POI', 'Type': 'Italian Food', 'PlaceName': 'Italian Pizza Kitchen', 'AddNum': '4483', 'Address': '4483 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Forest Hills', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20008', 'PostalExt': '', 'CountryCode': 'USA'}",20008
"{'location': {'lat': 38.9077312, 'lng': -77.0639182}, 'viewport': {'northeast': {'lat': 38.9091381302915, 'lng': -77.0625718697085}, 'southwest': {'lat': 38.9064401697085, 'lng': -77.06526983029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,86bd36dbb28002fec721636c8f848cc053d0543b,Kitchen Number 1,ChIJEeFgvEm2t4kRJnKqGP-pzYI,"{'compound_code': 'WW5P+3C Washington, District of Columbia, United States', 'global_code': '87C4WW5P+3C'}",3.1,ChIJEeFgvEm2t4kRJnKqGP-pzYI,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",44,"3208 O Street Northwest #2870, Washington",{'open_now': True},1,"{'Match_addr': 'Gtown Bites', 'LongLabel': 'Gtown Bites, 3206 O St NW, Washington, DC, 20007, USA', 'ShortLabel': 'Gtown Bites', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Gtown Bites', 'AddNum': '3206', 'Address': '3206 O St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.9086683, 'lng': -77.0641476}, 'viewport': {'northeast': {'lat': 38.9100359302915, 'lng': -77.0627402197085}, 'southwest': {'lat': 38.9073379697085, 'lng': -77.06543818029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4f93b4c60662ad2a829726025a93d677670204db,DC Wisey's,ChIJQ4jcxEm2t4kRjSBlIl70QtU,"{'compound_code': 'WW5P+F8 Washington, District of Columbia, United States', 'global_code': '87C4WW5P+F8'}",4.1,ChIJQ4jcxEm2t4kRjSBlIl70QtU,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",104,"1440 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""Wisey's Chicken Madness"", 'LongLabel': ""Wisey's Chicken Madness, 1440 Wisconsin Ave NW, Washington, DC, 20007, USA"", 'ShortLabel': ""Wisey's Chicken Madness"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Wisey's Chicken Madness"", 'AddNum': '1440', 'Address': '1440 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.9086207, 'lng': -77.06415740000001}, 'viewport': {'northeast': {'lat': 38.9099931302915, 'lng': -77.0627350697085}, 'southwest': {'lat': 38.9072951697085, 'lng': -77.06543303029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,83db0f6add1f7cb904c00682078c4d36e2635854,Al Capuccino's Pizza,ChIJLdTtxEm2t4kRAyhpox1jG1w,"{'compound_code': 'WW5P+C8 Washington, District of Columbia, United States', 'global_code': '87C4WW5P+C8'}",2.8,ChIJLdTtxEm2t4kRAyhpox1jG1w,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4,"1438 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Avocado Cafe', 'LongLabel': 'Avocado Cafe, 1438 Wisconsin Ave NW, Washington, DC, 20007, USA', 'ShortLabel': 'Avocado Cafe', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Avocado Cafe', 'AddNum': '1438', 'Address': '1438 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.933964, 'lng': -77.05712299999999}, 'viewport': {'northeast': {'lat': 38.93527703029149, 'lng': -77.05588571970848}, 'southwest': {'lat': 38.9325790697085, 'lng': -77.05858368029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3817609bc133228abcb5e4ca8bb3d6b9f65e5f89,Fresh Med,ChIJRwi5pdTJt4kRp815OHmRwOY,"{'compound_code': 'WWMV+H5 Washington, District of Columbia, United States', 'global_code': '87C4WWMV+H5'}",4.4,ChIJRwi5pdTJt4kRp815OHmRwOY,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",87,"3313 Connecticut Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Fresh Med', 'LongLabel': 'Fresh Med, 3313 Connecticut Ave NW, Washington, DC, 20008, USA', 'ShortLabel': 'Fresh Med', 'Addr_type': 'POI', 'Type': 'Greek Food', 'PlaceName': 'Fresh Med', 'AddNum': '3313', 'Address': '3313 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Cleveland Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20008', 'PostalExt': '', 'CountryCode': 'USA'}",20008
"{'location': {'lat': 38.9015707, 'lng': -77.0498871}, 'viewport': {'northeast': {'lat': 38.90291103029149, 'lng': -77.04865551970849}, 'southwest': {'lat': 38.9002130697085, 'lng': -77.0513534802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ede34b911790850b4fa579c6e57527e0750af3c0,Devon & Blakely,ChIJnb8lXbG3t4kRyJWQTbTR1NU,"{'compound_code': 'WX22+J2 Washington, District of Columbia, United States', 'global_code': '87C4WX22+J2'}",4.2,ChIJnb8lXbG3t4kRyJWQTbTR1NU,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",146,"2200 Pennsylvania Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': '901 23rd St NW, Washington, District of Columbia, 20037', 'LongLabel': '901 23rd St NW, Washington, DC, 20037, USA', 'ShortLabel': '901 23rd St NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '901', 'Address': '901 23rd St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20037', 'PostalExt': '', 'CountryCode': 'USA'}",20037
"{'location': {'lat': 38.90290590000001, 'lng': -77.0471797}, 'viewport': {'northeast': {'lat': 38.9041211802915, 'lng': -77.0458316697085}, 'southwest': {'lat': 38.90142321970851, 'lng': -77.04852963029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f052ae57f6b688604a9730afcb0fe9aedd680e01,HomeSlyce DC,ChIJrc6iL7e3t4kRTPDzz6TI_ho,"{'compound_code': 'WX33+54 Washington, District of Columbia, United States', 'global_code': '87C4WX33+54'}",4.5,ChIJrc6iL7e3t4kRTPDzz6TI_ho,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",217,"2121 K Street Northwest, Washington",{'open_now': True},,"{'Match_addr': 'George Washington University Student Health Service', 'LongLabel': 'George Washington University Student Health Service, 2121 K St NW, Washington, DC, 20037, USA', 'ShortLabel': 'George Washington University Student Health Service', 'Addr_type': 'POI', 'Type': 'College', 'PlaceName': 'George Washington University Student Health Service', 'AddNum': '2121', 'Address': '2121 K St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20037', 'PostalExt': '', 'CountryCode': 'USA'}",20037
