MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC439476,RES,CLS,4101 Cathedral Ave NW #1207,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/23/2019,Compass (COMPS1),435000.00
DCDC437176,RES,CLS,5116 Rockwood Pkwy NW,Washington,"Washington, DC",5,2-Apr,Detached,8/2/2019,TTR Sotheby's International Realty (TTRS4),2025000.00
DCDC100379,RES,CLS,4224 45th St NW,Washington,"Washington, DC",3,2,Detached,6/28/2019,Non Subscribing Office (NON1),1110500.00
DCDC437210,RES,CLS,3900 Watson Pl NW #5D,Washington,"Washington, DC",1,1,Penthouse Unit/Flat/Apartment,8/30/2019,"AEGIS REALTY COMPANY, LLC (DMVT1)",280000.00
DCDC436902,RES,CLS,3848 Porter St NW #F378,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/22/2019,Fairfax Realty Elite (FXR13),487000.00
DCDC436534,RES,CLS,5304 Dorsett Pl NW,Washington,"Washington, DC",5,1-May,Detached,8/13/2019,TTR Sotheby's International Realty (TTRS5),2710000.00
DCDC435930,RES,CLS,3440 39th St NW #A691,Washington,"Washington, DC",1,2,Unit/Flat/Apartment,8/28/2019,Keller Williams Capital Properties (KWCP5),421000.00
DCDC434320,RES,CLS,4407 Fessenden St NW,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,8/29/2019,"Washington Fine Properties, LLC (WFP1)",917500.00
DCDC435890,RES,CLS,2404 Chain Bridge Rd NW,Washington,"Washington, DC",4,1-Mar,Detached,8/23/2019,Compass (COMPS2),1775000.00
DCDC435804,RES,CLS,3901 Alton Pl NW,Washington,"Washington, DC",2,Mar-00,Detached,8/30/2019,"Washington Fine Properties, LLC (WFP1)",1280000.00
DCDC434138,RES,CLS,4547 44th St NW,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,8/26/2019,RE/MAX Town Center (RXTC2),899900.00
DCDC434596,RES,CLS,3832 Porter St NW #E389,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/2/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)",464000.00
DCDC433814,RES,CLS,3530 39th St NW #C-651,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/2/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),365000.00
DCDC432782,RES,CLS,3801 Porter St NW #102,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/9/2019,Compass (COMPS2),379900.00
DCDC433318,RES,CLS,3024 Wisconsin Ave NW #204,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,Keller Williams Capital Properties (KWCP1),309000.00
DCDC432918,RES,CLS,4200 Cathedral Ave NW #312A,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/26/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)",310000.00
DCDC431914,RES,CLS,3119 35th St NW,Washington,"Washington, DC",7,1-Mar,Detached,7/29/2019,TTR Sotheby's International Realty (TTRS4),2095000.00
DCDC432204,RES,CLS,3716 49th St NW,Washington,"Washington, DC",4,1-Apr,Detached,8/1/2019,"Washington Fine Properties, LLC (WFP1)",1225000.00
DCDC432030,RES,CLS,4101 Albemarle St NW #503,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/22/2019,"Long & Foster Real Estate, Inc. (LNG336)",545000.00
DCDC431590,RES,CLS,3856 Porter St NW #A367,Washington,"Washington, DC",4,2,Unit/Flat/Apartment,6/14/2019,Keller Williams Capital Properties (KWCP5),689000.00
DCDC431522,RES,CLS,4101 Davenport St NW,Washington,"Washington, DC",3,1-Apr,Detached,7/19/2019,Compass (COMPS2),1251250.00
DCDC431534,RES,CLS,4535 Yuma St NW,Washington,"Washington, DC",4,1-Apr,Detached,8/19/2019,"Long & Foster Real Estate, Inc. (LNG336)",1470000.00
DCDC431090,RES,CLS,4201 Cathedral Ave NW #620W,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/1/2019,"Long & Foster Real Estate, Inc. (LNG147)",267000.00
DCDC430820,RES,CLS,4101 Cathedral Ave NW #510,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/22/2019,Compass (COMPS2),512000.00
DCDC430460,RES,CLS,4820 Alton Pl NW,Washington,"Washington, DC",5,1-Mar,Detached,8/15/2019,"Washington Fine Properties, LLC (WFP1)",1200000.00
DCDC431352,RES,CLS,3815 Porter St NW #137,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/17/2019,"Long & Foster Real Estate, Inc. (LNG44)",379900.00
DCDC431360,RES,CLS,3512 36th St NW,Washington,"Washington, DC",5,1-Mar,Twin/Semi-Detached,8/14/2019,"Washington Fine Properties, LLC (WFP1)",1825000.00
DCDC430854,RES,CLS,4305 Massachusetts Ave NW,Washington,"Washington, DC",2,1-Feb,End of Row/Townhouse,8/15/2019,TTR Sotheby's International Realty (TTRS4),640000.00
DCDC431200,RES,CLS,3127 51st Pl NW,Washington,"Washington, DC",5,1-May,Detached,8/23/2019,TTR Sotheby's International Realty (TTRS8),3298000.00
DCDC431006,RES,CLS,3750 39th NW #149,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,7/19/2019,Compass (COMPS4),499000.00
DCDC430704,RES,CLS,4645 Alton Pl NW,Washington,"Washington, DC",3,1-Mar,Detached,7/10/2019,Compass (COMPS2),1360000.00
DCDC430764,RES,CLS,3823 Cathedral Ave NW,Washington,"Washington, DC",4,1-Apr,Twin/Semi-Detached,7/12/2019,"Long & Foster Real Estate, Inc. (LNG42)",1950000.00
DCDC430784,RES,CLS,4527 45th St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/10/2019,Non Subscribing Office (NON1),1250000.00
DCDC430706,RES,CLS,5326 Sherier Pl NW,Washington,"Washington, DC",3,Feb-00,Detached,7/30/2019,Coldwell Banker Residential Brokerage (CBRB45),985000.00
DCDC430104,RES,CLS,3456 Macomb St NW,Washington,"Washington, DC",5,1-Mar,Detached,7/31/2019,TTR Sotheby's International Realty (TTRS4),2160000.00
DCDC428048,RES,CLS,4721 Albemarle St NW,Washington,"Washington, DC",5,3,Detached,7/26/2019,TTR Sotheby's International Realty (TTRS4),1300000.00
DCDC430108,RES,CLS,4514 Garrison St NW,Washington,"Washington, DC",5,4,Detached,8/9/2019,Compass (COMPS1),1180000.00
DCDC429726,RES,CLS,4319 Embassy Park Dr NW,Washington,"Washington, DC",2,1-Mar,Row/Townhouse,7/11/2019,Compass (COMPS2),816000.00
DCDC423882,RES,CLS,3812 Alton Pl NW,Washington,"Washington, DC",4,3,Detached,7/3/2019,TTR Sotheby's International Realty (TTRS5),1210000.00
DCDC429684,RES,CLS,3726 Albemarle St NW,Washington,"Washington, DC",3,2-Feb,Twin/Semi-Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG147)",950000.00
DCDC428656,RES,CLS,2825 Arizona Ave NW,Washington,"Washington, DC",3,2-Jan,Detached,7/17/2019,"Long & Foster Real Estate, Inc. (LNG336)",901000.00
DCDC429494,RES,CLS,3809 47th St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/24/2019,Compass (COMPS2),1363000.00
DCDC429304,RES,CLS,3101 New Mexico Ave NW #231,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/3/2019,Redfin Corp (REFC3),475000.00
DCDC428932,RES,CLS,4540 38th St NW,Washington,"Washington, DC",3,1-Feb,Detached,7/10/2019,KW Metro Center (KWR17),965000.00
DCDC428830,RES,CLS,3601 Wisconsin Ave NW #710,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/25/2019,M Squared Real Estate LLC (MSQU1),331000.00
DCDC429256,RES,CLS,5014 Klingle St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/28/2019,"Washington Fine Properties, LLC (WFP1)",1405000.00
DCDC428800,RES,CLS,4121 48th St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/18/2019,"Washington Fine Properties, LLC (WFP1)",1587500.00
DCDC428326,RES,CLS,4707 47th St NW,Washington,"Washington, DC",3,2,Detached,7/26/2019,TTR Sotheby's International Realty (TTRS4),985000.00
DCDC428452,RES,CLS,4424 45th St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/5/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),1565000.00
DCDC428816,RES,CLS,3010 Wisconsin Ave NW #202,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/3/2019,Compass (COMPS1),308000.00
DCDC427352,RES,CLS,4500 Davenport St NW,Washington,"Washington, DC",6,1-Apr,Detached,6/27/2019,RLAH Real Estate (RLAH5),1350000.00
DCDC429082,RES,CLS,4635 Massachusetts Ave NW,Washington,"Washington, DC",3,1-Mar,Detached,6/26/2019,TTR Sotheby's International Realty (TTRS2),1149000.00
DCDC401186,RES,CLS,3114 Wisconsin Ave NW #304,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,RE/MAX Allegiance (RMAX20),300000.00
DCDC428786,RES,CLS,4750 41st St NW #4,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/19/2019,Compass (COMPS1),1255000.00
DCDC428310,RES,CLS,4101 Albemarle St NW #642,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Compass (COMPS2),510000.00
DCDC428422,RES,CLS,4406 Fessenden St NW,Washington,"Washington, DC",3,2,Detached,6/28/2019,Redfin Corp (REFC2),891500.00
DCDC426960,RES,CLS,4355 Fessenden St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/1/2019,"Long & Foster Real Estate, Inc. (LNG44)",1442500.00
DCDC428578,RES,CLS,3401 38th St NW #121,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/6/2019,TTR Sothebys International Realty (TTRS3),430000.00
DCDC427958,RES,CLS,3880 Rodman St NW #E215,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/18/2019,Keller Williams Realty Falls Church (KWR30),544018.00
DCDC428280,RES,CLS,3743 Appleton St NW,Washington,"Washington, DC",3,1-Mar,Detached,7/1/2019,Compass (COMPS2),1170000.00
DCDC427898,RES,CLS,5320 Macarthur Blvd NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,6/27/2019,Kennedy & Co (KEND1),1165000.00
DCDC424808,RES,CLS,4206 48th Pl NW,Washington,"Washington, DC",4,1-Apr,Twin/Semi-Detached,6/24/2019,TTR Sotheby's International Realty (TTRS4),1150000.00
DCDC427002,RES,CLS,3901 Cathedral Ave NW #211,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/14/2019,TTR Sotheby's International Realty (TTRS5),235000.00
DCDC427554,RES,CLS,3227 Sutton Pl NW #C,Washington,"Washington, DC",2,1-Feb,End of Row/Townhouse,6/7/2019,Compass (COMPS1),700000.00
DCDC427358,RES,CLS,3861 Porter St NW #D286,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/24/2019,"Long & Foster Real Estate, Inc. (LNG42)",495000.00
DCDC427218,RES,CLS,3881 Newark St NW #C477,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Redfin Corp (REFC3),385000.00
DCDC425848,RES,CLS,4713 46th St NW,Washington,"Washington, DC",3,1-Feb,Detached,7/8/2019,Compass (COMPS1),1200000.00
DCDC426600,RES,CLS,4101 Cathedral Ave NW #606,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,Keller Williams Capital Properties (KWCP1),480000.00
DCDC427074,RES,CLS,3737 Chesapeake St NW,Washington,"Washington, DC",3,1-Feb,Detached,7/9/2019,DC Living Real Estate LLC (DCLR1),1250000.00
DCDC426812,RES,CLS,4221 39th St NW,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,6/21/2019,Compass (COMPS2),935000.00
DCDC426622,RES,CLS,4301 Massachusetts Ave NW #4003,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,7/26/2019,"Washington Fine Properties, LLC (WFP1)",699000.00
DCDC426200,RES,CLS,3722 Van Ness St NW,Washington,"Washington, DC",4,2,Twin/Semi-Detached,6/10/2019,"Washington Fine Properties, LLC (WFP1)",1054000.00
DCDC424534,RES,CLS,4416 Butterworth Pl NW,Washington,"Washington, DC",3,1-Mar,Detached,7/31/2019,"McEnearney Associates, Inc. (MCE7)",1175000.00
DCDC400526,RES,CLS,4101 Albemarle St NW #418,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/1/2019,Coldwell Banker Residential Brokerage (CBRB66),420000.00
DCDC426126,RES,CLS,4822 Woodway Ln NW,Washington,"Washington, DC",5,1-Apr,Detached,7/9/2019,"Washington Fine Properties, LLC (WFP1)",1600000.00
DCDC426166,RES,CLS,3901 Cathedral Ave NW #18 (113),Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Keller Williams Capital Properties (KWCP2),245000.00
DCDC425556,RES,CLS,4531 43rd St NW,Washington,"Washington, DC",3,Feb-00,Detached,6/17/2019,"Washington Fine Properties, LLC (WFP1)",1005000.00
DCDC425482,RES,CLS,4296 Massachusetts Ave NW,Washington,"Washington, DC",3,1-Apr,End of Row/Townhouse,8/16/2019,"Washington Fine Properties, LLC (WFP1)",1177500.00
DCDC425280,RES,CLS,4423 Springdale St NW,Washington,"Washington, DC",4,4,Detached,7/12/2019,TTR Sotheby's International Realty (TTRS4),1455000.00
DCDC425318,RES,CLS,3700 Van Ness St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/28/2019,Keller Williams Capital Properties (KWCP5),1350000.00
DCDC424496,RES,CLS,4732 Ellicott St NW,Washington,"Washington, DC",4,3,Detached,6/3/2019,"McEnearney Associates, Inc. (MCE6)",950000.00
DCDC423434,RES,CLS,5300 Macarthur Blvd NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/22/2019,TTR Sotheby's International Realty (TTRS2),1200000.00
DCDC424834,RES,CLS,3911 Langley Ct NW #F564,Washington,"Washington, DC",2,1,Penthouse Unit/Flat/Apartment,6/7/2019,Compass (COMPS1),540000.00
DCDC424822,RES,CLS,4539 43rd St NW,Washington,"Washington, DC",3,1-Jan,Detached,6/7/2019,Compass (COMPS2),911000.00
DCDC424266,RES,CLS,4200 Cathedral Ave NW #111,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/19/2019,"Continental Properties, Ltd. (CPRE1)",270000.00
DCDC424158,RES,CLS,3211 Wisconsin Ave NW #103,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/29/2019,McWilliams/Ballard Inc. (MCWB1),510000.00
DCDC423996,RES,CLS,5028 Lowell St NW,Washington,"Washington, DC",5,1-Apr,Detached,6/5/2019,"Washington Fine Properties, LLC (WFP1)",2150000.00
DCDC423814,RES,CLS,3207 Foxhall Rd NW,Washington,"Washington, DC",4,4,Detached,8/27/2019,"Washington Fine Properties, LLC (WFP1)",1210000.00
DCDC422742,RES,CLS,3024 Arizona Ave NW,Washington,"Washington, DC",4,3,Detached,6/28/2019,Compass (COMPS2),1160000.00
DCDC421658,RES,CLS,3810 Macomb St NW,Washington,"Washington, DC",4,1-Apr,Detached,7/5/2019,TTR Sotheby's International Realty (TTRS2),1520000.00
DCDC423204,RES,CLS,3510 Overlook Ln NW,Washington,"Washington, DC",5,Apr-00,Detached,6/7/2019,"Washington Fine Properties, LLC (WFP1)",1840000.00
DCDC422458,RES,CLS,3800 Rodman St NW #3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,Compass (COMPS2),365000.00
DCDC422250,RES,CLS,4100 Cathedral Ave NW #620,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/10/2019,Compass (COMPS2),875000.00
DCDC421856,RES,CLS,5123 45th St NW,Washington,"Washington, DC",5,1-Apr,End of Row/Townhouse,8/9/2019,Compass (COMPS4),1650000.00
DCDC421802,RES,CLS,4504 Chesapeake St NW,Washington,"Washington, DC",4,2,Detached,6/28/2019,Compass (COMPS1),1240000.00
DCDC421568,RES,CLS,4101 Albemarle St NW #352,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/5/2019,"Long & Foster Real Estate, Inc. (LNG336)",530000.00
DCDC420720,RES,CLS,3955 Massachusetts Ave NW,Washington,"Washington, DC",4,1-Apr,Detached,8/12/2019,"Long & Foster Real Estate, Inc. (LNG42)",1650000.00
DCDC421372,RES,CLS,4442 Ellicott St NW,Washington,"Washington, DC",3,2-Feb,Detached,6/25/2019,EXP Realty (EXXPR1),1180000.00
DCDC420210,RES,CLS,5056 Macarthur Blvd NW,Washington,"Washington, DC",4,1-Apr,Detached,6/18/2019,"Long & Foster Real Estate, Inc. (LNG42)",1450000.00
DCDC421084,RES,CLS,4511 Cathedral Ave NW,Washington,"Washington, DC",7,2-May,Detached,7/2/2019,Jack Realty Group (CGL1),3400000.00
DCDC420142,RES,CLS,4920 Loughboro Rd NW,Washington,"Washington, DC",4,3,Detached,6/13/2019,"Washington Fine Properties, LLC (WFP1)",1200000.00
DCDC420870,RES,CLS,3900 Cathedral Ave NW #504A,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/12/2019,"Cathedral Realty, LLC. (CTH1)",640000.00
DCDC420180,RES,CLS,2818 N Glade St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/30/2019,Redfin Corp (REFC3),965000.00
DCDC419656,RES,CLS,4201 Cathedral Ave NW #324E,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/18/2019,Keller Williams Capital Properties (KWCP1),539999.00
DCDC403030,RES,CLS,4101 Cathedral Ave NW #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,Compass (COMPS1),325000.00
DCDC403382,RES,CLS,3117 38th St NW,Washington,"Washington, DC",6,2-May,Detached,7/15/2019,Capital Residential Properties (CMRL1),4160000.00
DCDC403256,RES,CLS,4509 49th St NW,Washington,"Washington, DC",5,1-Apr,Detached,6/7/2019,"Long & Foster Real Estate, Inc. (LNG1)",1825000.00
DCDC403096,RES,CLS,4205 48th Pl NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,7/22/2019,Compass (COMPS1),950000.00
DCDC402072,RES,CLS,5208 Macarthur Ter NW,Washington,"Washington, DC",3,1-Mar,Detached,8/16/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)",1935000.00
DCDC402612,RES,CLS,4331 Hawthorne St NW,Washington,"Washington, DC",5,1-Apr,Detached,6/5/2019,"Washington Fine Properties, LLC (WFP1)",1900000.00
DCDC401404,RES,CLS,3310 Idaho Ave NW,Washington,"Washington, DC",7,1-Mar,Detached,6/17/2019,"Long & Foster Real Estate, Inc. (LNG42)",1195000.00
DCDC401832,RES,CLS,4201 Cathedral Ave NW #801E,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,TTR Sotheby's International Realty (TTRS4),495000.00
DCDC401566,RES,CLS,4201 NW Cathedral Ave NW #1218W,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/7/2019,Coldwell Banker Residential Brokerage (CBRB53),210000.00
DCDC401658,RES,CLS,4101 Cathedral Ave NW #603,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,"Washington Fine Properties, LLC (WFP1)",492000.00
DCDC401094,RES,CLS,4209 50th St NW,Washington,"Washington, DC",5,4,Detached,6/3/2019,"Washington Fine Properties, LLC (WFP1)",1655000.00
DCDC401486,RES,CLS,4608 Rockwood Pkwy NW,Washington,"Washington, DC",6,3-May,Detached,6/5/2019,Compass (COMPS2),2575000.00
DCDC401364,RES,CLS,4323 Hawthorne St NW,Washington,"Washington, DC",6,1-May,Detached,6/14/2019,"Washington Fine Properties ,LLC (WFP8)",2400000.00
DCDC400110,RES,CLS,3601 Newark St NW,Washington,"Washington, DC",6,1-May,Detached,8/20/2019,TTR Sotheby's International Realty (TTRS2),5850000.00
DCDC400818,RES,CLS,4201 Cathedral Ave NW #301W,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/29/2019,"Long & Foster Real Estate, Inc. (LNG1)",482500.00
DCDC400238,RES,CLS,4829 Loughboro Rd NW,Washington,"Washington, DC",6,1-May,Detached,7/8/2019,TTR Sotheby's International Realty (TTRS4),1810000.00
DCDC308518,RES,CLS,4201 Cathedral Ave NW #1124E,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/26/2019,"Long & Foster Real Estate, Inc. (LNG44)",459000.00
DCDC100442,RES,CLS,3121 Arizona Ave NW,Washington,"Washington, DC",5,2-Apr,Detached,7/19/2019,"Washington Fine Properties, LLC (WFP1)",2150000.00
1009965104,RES,CLS,4000 Cathedral Ave NW #442B,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/10/2019,"Cathedral Realty, LLC. (CTH1)",272500.00
1009805324,RES,CLS,4000 Cathedral Ave NW #311B,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/22/2019,"Cathedral Realty, LLC. (CTH1)",518000.00
1001987626,RES,CLS,3900 Watson Pl NW #G1C-B,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/3/2019,TTR Sotheby's International Realty (TTRS4),335500.00
